Abeillia abeillei
Rynchops niger
Sakesphorus canadensis
Sakesphorus cristatus
Sakesphorus luctuosus
Salpinctes obsoletus
Salpornis salvadori
Saltator atriceps
Saltator atripennis
Saltator aurantiirostris
Saltator cinctus
Saltator coerulescens
Saltator fuliginosus
Saltator grossus
Saltator maxillosus
Saltator maximus
Saltator nigriceps
Saltator orenocensis
Saltator similis
Saltator striatipectus
Saltatricula atricollis
Saltatricula multicolor
Sapayoa aenigma
Sappho sparganurus
Sarcops calvus
Sarothrura elegans
Sarothrura insularis
Sarothrura pulchra
Sarothrura rufa
Sasia abnormis
Sasia ochracea
Saundersilarus saundersi
Saxicola caprata
Saxicola ferreus
Saxicola gutturalis
Saxicola maurus
Saxicola rubetra
Saxicola rubicola
Saxicola stejnegeri
Saxicola tectes
Saxicola torquatus
Sayornis nigricans
Sayornis phoebe
Sayornis saya
Scelorchilus albicollis
Scelorchilus rubecula
Scenopoeetes dentirostris
Schetba rufa
Schiffornis aenea
Schiffornis major
Schiffornis olivacea
Schiffornis stenorhyncha
Schiffornis turdina
Schiffornis veraepacis
Schiffornis virescens
Schistes albogularis
Schistes geoffroyi
Schistochlamys melanopis
Schistochlamys ruficapillus
Schoenicola brevirostris
Schoenicola platyurus
Schoeniophylax phryganophilus
Schoeniparus brunneus
Schoeniparus castaneceps
Schoeniparus cinereus
Schoeniparus dubius
Schoeniparus klossi
Schoeniparus rufogularis
Sciaphylax castanea
Sciaphylax hemimelaena
Sclateria naevia
Scleroptila afra
Scleroptila gutturalis
Scleroptila levaillantii
Scleroptila shelleyi
Sclerurus albigularis
Sclerurus caudacutus
Sclerurus guatemalensis
Sclerurus mexicanus
Sclerurus obscurior
Sclerurus rufigularis
Sclerurus scansor
Scolopax minor
Scolopax rusticola
Scopus umbretta
Scotocerca inquieta
Scytalopus acutirostris
Scytalopus affinis
Scytalopus altirostris
Scytalopus alvarezlopezi
Scytalopus argentifrons
Scytalopus atratus
Scytalopus bolivianus
Scytalopus canus
Scytalopus caracae
Scytalopus chocoensis
Scytalopus diamantinensis
Scytalopus femoralis
Scytalopus fuscus
Scytalopus gettyae
Scytalopus griseicollis
Scytalopus iraiensis
Scytalopus latebricola
Scytalopus latrans
Scytalopus magellanicus
Scytalopus meridanus
Scytalopus micropterus
Scytalopus novacapitalis
Scytalopus opacus
Scytalopus pachecoi
Scytalopus parkeri
Scytalopus parvirostris
Scytalopus perijanus
Scytalopus petrophilus
Scytalopus robbinsi
Scytalopus rodriguezi
Scytalopus sanctaemartae
Scytalopus schulenbergi
Scytalopus simonsi
Scytalopus speluncae
Scytalopus spillmanni
Scytalopus stilesi
Scytalopus superciliaris
Scytalopus unicolor
Scytalopus vicinior
Scytalopus zimmeri
Scythrops novaehollandiae
Seiurus aurocapilla
Selasphorus calliope
Selasphorus platycercus
Selasphorus rufus
Selasphorus sasin
Selasphorus scintilla
Selenidera gouldii
Selenidera maculirostris
Selenidera piperivora
Selenidera reinwardtii
Selenidera spectabilis
Seleucidis melanoleucus
Semioptera wallacii
Semnornis frantzii
Semnornis ramphastinus
Sephanoides fernandensis
Sephanoides sephaniodes
Sericornis citreogularis
Sericornis frontalis
Sericornis humilis
Sericornis magnirostra
Sericornis papuensis
Sericossypha albocristata
Serilophus lunatus
Serinus alario
Serinus canaria
Serinus canicollis
Serinus flavivertex
Serinus pusillus
Serinus serinus
Serpophaga griseicapilla
Serpophaga hypoleuca
Serpophaga munda
Serpophaga nigricans
Serpophaga subcristata
Setopagis parvula
Setophaga adelaidae
Setophaga aestiva
Setophaga americana
Setophaga auduboni
Setophaga caerulescens
Setophaga castanea
Setophaga cerulea
Setophaga chrysoparia
Setophaga citrina
Setophaga coronata
Setophaga discolor
Setophaga dominica
Setophaga fusca
Setophaga graciae
Setophaga kirtlandii
Setophaga magnolia
Setophaga nigrescens
Setophaga occidentalis
Setophaga palmarum
Setophaga pensylvanica
Setophaga petechia
Setophaga pinus
Setophaga pitiayumi
Setophaga pityophila
Setophaga ruticilla
Setophaga striata
Setophaga tigrina
Setophaga townsendi
Setophaga virens
Sheppardia sharpei
Sholicola albiventris
Sholicola major
Sialia currucoides
Sialia mexicana
Sialia sialis
Sicalis auriventris
Sicalis citrina
Sicalis columbiana
Sicalis flaveola
Sicalis lebruni
Sicalis luteocephala
Sicalis luteola
Sicalis olivascens
Sicalis raimondii
Sicalis uropygialis
Sinosuthora webbiana
Siphonorhis brewsteri
Sipia berlepschi
Sipia laemosticta
Sipia nigricauda
Sipia palliata
Sirystes albocinereus
Sirystes albogriseus
Sirystes sibilator
Sitta canadensis
Sitta carolinensis
Sitta cinnamoventris
Sitta europaea
Sitta frontalis
Sitta himalayensis
Sitta krueperi
Sitta ledanti
Sitta magna
Sitta nagaensis
Sitta neumayer
Sitta pusilla
Sitta pygmaea
Sitta tephronota
Sitta villosa
Sitta whiteheadi
Sitta yunnanensis
Sittasomus griseicapillus
Sittiparus castaneoventris
Sittiparus owstoni
Sittiparus varius
Smicrornis brevirostris
Smithornis capensis
Smithornis rufolateralis
Smutsornis africanus
Snowornis subalaris
Somateria mollissima
Somateria spectabilis
Spartonoica maluroides
Spatula clypeata
Spatula cyanoptera
Spatula discors
Spatula puna
Spatula querquedula
Spelaeornis badeigularis
Spelaeornis caudatus
Spelaeornis chocolatinus
Spelaeornis longicaudatus
Spelaeornis oatesi
Spelaeornis troglodytoides
Spermestes cucullata
Spermophaga haematina
Sphecotheres vieilloti
Spheniscus demersus
Spheniscus magellanicus
Sphenoeacus afer
Sphenopsis frontalis
Sphenopsis melanotis
Sphyrapicus nuchalis
Sphyrapicus ruber
Sphyrapicus thyroideus
Sphyrapicus varius
Spiloptila clamans
Spilornis cheela
Spilornis holospilus
Spindalis zena
Spinus atratus
Spinus barbatus
Spinus crassirostris
Spinus lawrencei
Spinus magellanicus
Spinus notatus
Spinus olivaceus
Spinus pinus
Spinus psaltria
Spinus spinescens
Spinus spinus
Spinus tristis
Spinus xanthogastrus
Spiza americana
Spizaetus isidori
Spizaetus melanoleucus
Spizaetus ornatus
Spizaetus tyrannus
Spizella atrogularis
Spizella breweri
Spizella pallida
Spizella passerina
Spizella pusilla
Spizella wortheni
Spizelloides arborea
Spiziapteryx circumcincta
Spizixos canifrons
Spizixos semitorques
Spodiopsar cineraceus
Spodiopsar sericeus
Spodiornis rusticus
Sporaeginthus subflavus
Sporophila albogularis
Sporophila angolensis
Sporophila atrirostris
Sporophila bouvreuil
Sporophila bouvronides
Sporophila caerulescens
Sporophila castaneiventris
Sporophila cinnamomea
Sporophila collaris
Sporophila corvina
Sporophila crassirostris
Sporophila falcirostris
Sporophila fringilloides
Sporophila frontalis
Sporophila funerea
Sporophila hypochroma
Sporophila hypoxantha
Sporophila intermedia
Sporophila leucoptera
Sporophila lineola
Sporophila luctuosa
Sporophila minuta
Sporophila morelleti
Sporophila nigricollis
Sporophila palustris
Sporophila peruviana
Sporophila pileata
Sporophila plumbea
Sporophila ruficollis
Sporophila schistacea
Sporophila simplex
Sporophila telasco
Sporophila torqueola
Sporopipes frontalis
Stachyris humei
Stachyris maculata
Stachyris nigriceps
Stachyris nigricollis
Stachyris poliocephala
Stachyris roberti
Stachyris strialata
Stachyris thoracica
Stactolaema olivacea
Stagonopleura bella
Steatornis caripensis
Stelgidillas gracilirostris
Stelgidopteryx ruficollis
Stelgidopteryx serripennis
Stenostira scita
Stephanoaetus coronatus
Stephanophorus diadematus
Stephanoxis lalandi
Stephanoxis loddigesii
Stercorarius antarcticus
Stercorarius longicaudus
Stercorarius maccormicki
Stercorarius parasiticus
Stercorarius pomarinus
Stercorarius skua
Sterna aurantia
Sterna dougallii
Sterna forsteri
Sterna hirundinacea
Sterna hirundo
Sterna paradisaea
Sterna striata
Sterna sumatrana
Sterna vittata
Sternula albifrons
Sternula antillarum
Sternula superciliaris
Stigmatura budytoides
Stigmatura napensis
Stilpnia cayana
Stilpnia cyanicollis
Stilpnia cyanoptera
Stilpnia heinei
Stilpnia larvata
Stilpnia nigrocincta
Stilpnia peruviana
Stilpnia preciosa
Stilpnia vitriolina
Stiphrornis erythrothorax
Stipiturus malachurus
Stomiopera flava
Strepera fuliginosa
Strepera graculina
Strepera versicolor
Streptopelia capicola
Streptopelia chinensis
Streptopelia decaocto
Streptopelia decipiens
Streptopelia orientalis
Streptopelia picturata
Streptopelia roseogrisea
Streptopelia semitorquata
Streptopelia senegalensis
Streptopelia tranquebarica
Streptopelia turtur
Streptopelia vinacea
Streptoprocne biscutata
Streptoprocne rutila
Streptoprocne zonaris
Strix aluco
Strix chacoensis
Strix fulvescens
Strix hadorami
Strix hylophila
Strix leptogrammica
Strix nebulosa
Strix nivicolum
Strix ocellata
Strix rufipes
Strix seloputo
Strix uralensis
Strix varia
Strix woodfordii
Struthidea cinerea
Sturnella magna
Sturnella neglecta
Sturnia blythii
Sturnia malabarica
Sturnia pagodarum
Sturnia sinensis
Sturnus unicolor
Sturnus vulgaris
Stymphalornis acutirostris
Sublegatus arenarum
Sublegatus modestus
Sublegatus obscurior
Sugomel nigrum
Suiriri affinis
Suiriri suiriri
Sula dactylatra
Sula leucogaster
Sula sula
Surnia ulula
Surniculus dicruroides
Surniculus lugubris
Surniculus musschenbroeki
Suthora nipalensis
Suthora verreauxi
Swynnertonia swynnertoni
Sylvia abyssinica
Sylvia althaea
Sylvia atricapilla
Sylvia atriceps
Sylvia balearica
Sylvia boehmi
Sylvia borin
Sylvia cantillans
Sylvia communis
Sylvia conspicillata
Sylvia crassirostris
Sylvia curruca
Sylvia deserticola
Sylvia hortensis
Sylvia layardi
Sylvia leucomelaena
Sylvia melanocephala
Sylvia melanothorax
Sylvia mystacea
Sylvia nana
Sylvia nigricapillus
Sylvia nisoria
Sylvia ruppeli
Sylvia sarda
Sylvia subalpina
Sylvia subcoerulea
Sylvia undata
Sylvietta brachyura
Sylvietta rufescens
Sylvietta virens
Sylvietta whytii
Sylviorthorhynchus desmursii
Sylviorthorhynchus yanacensis
Syma torotoro
Symposiachrus mundus
Symposiachrus trivirgatus
Synallaxis albescens
Synallaxis albigularis
Synallaxis albilora
Synallaxis azarae
Synallaxis brachyura
Synallaxis cabanisi
Synallaxis candei
Synallaxis cherriei
Synallaxis cinerascens
Synallaxis cinerea
Synallaxis cinnamomea
Synallaxis courseni
Synallaxis erythrothorax
Synallaxis frontalis
Synallaxis fuscorufa
Synallaxis gujanensis
Synallaxis hellmayri
Synallaxis hypochondriaca
Synallaxis hypospodia
Synallaxis infuscata
Synallaxis kollari
Synallaxis macconnelli
Synallaxis maranonica
Synallaxis moesta
Synallaxis ruficapilla
Synallaxis rutilans
Synallaxis scutata
Synallaxis spixi
Synallaxis stictothorax
Synallaxis subpudica
Synallaxis tithys
Synallaxis unirufa
Syndactyla guttulata
Syndactyla ruficollis
Syndactyla rufosuperciliata
Syndactyla subalaris
Syndactyla ucayalae
Synoicus chinensis
Synoicus ypsilophorus
Syrigma sibilatrix
Syrrhaptes paradoxus
Systellura decussata
Systellura longirostris
Taccocua leschenaultii
Tachornis phoenicobia
Tachornis squamata
Tachuris rubrigastra
Tachybaptus dominicus
Tachybaptus novaehollandiae
Tachybaptus ruficollis
Tachycineta albilinea
Tachycineta albiventer
Tachycineta bicolor
Tachycineta leucopyga
Tachycineta leucorrhoa
Tachycineta thalassina
Tachyeres brachypterus
Tachyeres leucocephalus
Tachyeres patachonicus
Tachyphonus coronatus
Tachyphonus cristatus
Tachyphonus delatrii
Tachyphonus luctuosus
Tachyphonus rufus
Tachyphonus surinamus
Tadorna cana
Tadorna ferruginea
Tadorna tadorna
Tadorna tadornoides
Tadorna variegata
Taeniopygia bichenovii
Taeniopygia guttata
Taeniotriccus andrei
Talegalla fuscirostris
Talegalla jobiensis
Tangara arthus
Tangara callophrys
Tangara chilensis
Tangara cyanocephala
Tangara cyanoventris
Tangara desmaresti
Tangara dowii
Tangara fastuosa
Tangara gyrola
Tangara icterocephala
Tangara inornata
Tangara labradorides
Tangara lavinia
Tangara mexicana
Tangara nigroviridis
Tangara parzudakii
Tangara schrankii
Tangara seledon
Tangara vassorii
Tangara velia
Tangara xanthocephala
Tanygnathus sumatranus
Tanysiptera galatea
Tanysiptera riedelii
Tanysiptera sylvia
Taoniscus nanus
Tapera naevia
Taraba major
Tarphonomus certhioides
Tarphonomus harterti
Tarsiger chrysaeus
Tarsiger cyanurus
Tarsiger indicus
Tarsiger johnstoniae
Tarsiger rufilatus
Tauraco corythaix
Tauraco hartlaubi
Tauraco leucotis
Tauraco livingstonii
Tauraco macrorhynchus
Tauraco persa
Tauraco porphyreolophus
Tauraco schalowi
Tchagra australis
Tchagra senegalus
Tchagra tchagra
Teledromas fuscus
Telophorus bocagei
Telophorus dohertyi
Telophorus nigrifrons
Telophorus olivaceus
Telophorus sulfureopectus
Telophorus viridis
Telophorus zeylonus
Temnurus temnurus
Tephrodornis pondicerianus
Tephrodornis sylvicola
Tephrodornis virgatus
Terenotriccus erythrurus
Terenura maculata
Terenura sicki
Teretistris fernandinae
Terpsiphone affinis
Terpsiphone atrocaudata
Terpsiphone bourbonnensis
Terpsiphone cinnamomea
Terpsiphone mutata
Terpsiphone paradisi
Terpsiphone rufiventer
Terpsiphone viridis
Tersina viridis
Tesia cyaniventer
Tesia everetti
Tesia olivea
Tesia superciliaris
Tetrao tetrix
Tetrao urogallus
Tetraogallus altaicus
Tetraogallus himalayensis
Tetraogallus tibetanus
Tetraophasis obscurus
Tetrastes bonasia
Tetrax tetrax
Thalassarche cauta
Thalassarche melanophris
Thalassarche salvini
Thalasseus acuflavidus
Thalasseus bergii
Thalasseus elegans
Thalasseus maximus
Thalasseus sandvicensis
Thalurania colombica
Thalurania furcata
Thalurania glaucopis
Thamnistes anabatinus
Thamnolaea cinnamomeiventris
Thamnomanes ardesiacus
Thamnomanes caesius
Thamnomanes saturninus
Thamnomanes schistogynus
Thamnophilus aethiops
Thamnophilus amazonicus
Thamnophilus ambiguus
Thamnophilus atrinucha
Thamnophilus bernardi
Thamnophilus bridgesi
Thamnophilus caerulescens
Thamnophilus cryptoleucus
Thamnophilus doliatus
Thamnophilus insignis
Thamnophilus melanonotus
Thamnophilus multistriatus
Thamnophilus murinus
Thamnophilus nigriceps
Thamnophilus nigrocinereus
Thamnophilus palliatus
Thamnophilus pelzelni
Thamnophilus praecox
Thamnophilus punctatus
Thamnophilus ruficapillus
Thamnophilus schistaceus
Thamnophilus stictocephalus
Thamnophilus sticturus
Thamnophilus tenuepunctatus
Thamnophilus torquatus
Thamnophilus unicolor
Thamnophilus zarumae
Thectocercus acuticaudatus
Theristicus caerulescens
Theristicus caudatus
Theristicus melanopis
Thescelocichla leucopleura
Thinocorus orbignyianus
Thinocorus rumicivorus
Thlypopsis inornata
Thlypopsis ornata
Thlypopsis pyrrhocoma
Thlypopsis sordida
Thlypopsis superciliaris
Thraupis abbas
Thraupis cyanocephala
Thraupis cyanoptera
Thraupis episcopus
Thraupis ornata
Thraupis palmarum
Thraupis sayaca
Threnetes leucurus
Threnetes ruckeri
Threskiornis molucca
Thripadectes flammulatus
Thripadectes holostictus
Thripadectes ignobilis
Thripadectes melanorhynchus
Thripadectes rufobrunneus
Thripadectes virgaticeps
Thripophaga berlepschi
Thripophaga fusciceps
Thripophaga macroura
Thryomanes bewickii
Thryophilus nicefori
Thryophilus pleurostictus
Thryophilus rufalbus
Thryophilus sernai
Thryophilus sinaloa
Thryorchilus browni
Thryothorus ludovicianus
Tiaris olivaceus
Tichodroma muraria
Tickellia hodgsoni
Tigrisoma lineatum
Tigrisoma mexicanum
Tijuca atra
Timalia pileata
Tinamus guttatus
Tinamus major
Tinamus osgoodi
Tinamus solitarius
Tinamus tao
Tityra cayana
Tityra inquisitor
Tityra semifasciata
Tockus deckeni
Tockus erythrorhynchus
Tockus kempi
Tockus leucomelas
Tockus rufirostris
Todiramphus australasia
Todiramphus chloris
Todiramphus funebris
Todiramphus macleayii
Todiramphus nigrocyaneus
Todiramphus sacer
Todiramphus sanctus
Todiramphus saurophagus
Todiramphus sordidus
Todiramphus tristrami
Todiramphus winchelli
Todirostrum chrysocrotaphum
Todirostrum cinereum
Todirostrum maculatum
Todirostrum nigriceps
Todirostrum pictum
Todirostrum poliocephalum
Todus angustirostris
Todus mexicanus
Todus multicolor
Todus subulatus
Tolmomyias assimilis
Tolmomyias flaviventris
Tolmomyias flavotectus
Tolmomyias poliocephalus
Tolmomyias sulphurescens
Tolmomyias traylori
Tolmomyias viridiceps
Topaza pella
Topaza pyra
Touit batavicus
Touit dilectissimus
Touit huetii
Touit melanonotus
Touit purpuratus
Touit stictopterus
Touit surdus
Toxorhamphus novaeguineae
Toxostoma bendirei
Toxostoma cinereum
Toxostoma crissale
Toxostoma curvirostre
Toxostoma lecontei
Toxostoma longirostre
Toxostoma ocellatum
Toxostoma redivivum
Toxostoma rufum
Trachyphonus darnaudii
Trachyphonus erythrocephalus
Trachyphonus purpuratus
Trachyphonus vaillantii
Tragopan blythii
Tregellasia capito
Treron affinis
Treron calvus
Treron curvirostra
Treron formosae
Treron phoenicopterus
Treron sieboldii
Treron sphenurus
Treron vernans
Tribonyx mortierii
Trichodere cockerelli
Trichoglossus chlorolepidotus
Trichoglossus euteles
Trichoglossus haematodus
Trichoglossus moluccanus
Tricholaema diademata
Tricholaema hirsuta
Tricholaema leucomelas
Tricholaema melanocephala
Tricholestes criniger
Trichothraupis melanops
Triclaria malachitacea
Tringa brevipes
Tringa erythropus
Tringa flavipes
Tringa glareola
Tringa incana
Tringa melanoleuca
Tringa nebularia
Tringa ochropus
Tringa semipalmata
Tringa solitaria
Tringa stagnatilis
Tringa totanus
Trochalopteron affine
Trochalopteron chrysopterum
Trochalopteron elliotii
Trochalopteron erythrocephalum
Trochalopteron henrici
Trochalopteron imbricatum
Trochalopteron lineatum
Trochalopteron melanostigma
Trochalopteron milnei
Trochalopteron morrisonianum
Trochalopteron peninsulae
Trochalopteron squamatum
Trochalopteron subunicolor
Trochalopteron variegatum
Trochalopteron virgatum
Trochocercus cyanomelas
Trochocercus nitens
Troglodytes aedon
Troglodytes hiemalis
Troglodytes monticola
Troglodytes ochraceus
Troglodytes pacificus
Troglodytes rufociliatus
Troglodytes rufulus
Troglodytes solstitialis
Troglodytes troglodytes
Trogon bairdii
Trogon caligatus
Trogon chionurus
Trogon citreolus
Trogon clathratus
Trogon collaris
Trogon comptus
Trogon curucui
Trogon elegans
Trogon massena
Trogon melanocephalus
Trogon melanurus
Trogon mesurus
Trogon mexicanus
Trogon personatus
Trogon ramonianus
Trogon rufus
Trogon surrucura
Trogon violaceus
Trogon viridis
Tumbezia salvini
Tunchiornis ochraceiceps
Turdinus abbotti
Turdinus atrigularis
Turdinus brevicaudatus
Turdinus crassus
Turdinus crispifrons
Turdinus macrodactylus
Turdinus marmoratus
Turdinus rufipectus
Turdinus sepiarius
Turdoides affinis
Turdoides caudata
Turdoides earlei
Turdoides fulva
Turdoides hartlaubii
Turdoides huttoni
Turdoides jardineii
Turdoides leucopygia
Turdoides longirostris
Turdoides malcolmi
Turdoides plebejus
Turdoides reinwardtii
Turdoides rubiginosa
Turdoides rufescens
Turdoides sharpei
Turdoides striata
Turdoides subrufa
Turdus abyssinicus
Turdus albicollis
Turdus albocinctus
Turdus amaurochalinus
Turdus assimilis
Turdus atrogularis
Turdus aurantius
Turdus boulboul
Turdus cardis
Turdus celaenops
Turdus chiguanco
Turdus chrysolaus
Turdus daguae
Turdus eunomus
Turdus falcklandii
Turdus flavipes
Turdus fulviventris
Turdus fumigatus
Turdus fuscater
Turdus grayi
Turdus hauxwelli
Turdus hortulorum
Turdus ignobilis
Turdus iliacus
Turdus infuscatus
Turdus kessleri
Turdus lawrencii
Turdus leucomelas
Turdus leucops
Turdus libonyana
Turdus maculirostris
Turdus mandarinus
Turdus maranonicus
Turdus menachensis
Turdus merula
Turdus migratorius
Turdus naumanni
Turdus nigrescens
Turdus nigriceps
Turdus nudigenis
Turdus obscurus
Turdus obsoletus
Turdus olivaceus
Turdus olivater
Turdus pallidus
Turdus pelios
Turdus philomelos
Turdus pilaris
Turdus plebejus
Turdus plumbeus
Turdus poliocephalus
Turdus reevei
Turdus rubrocanus
Turdus ruficollis
Turdus rufitorques
Turdus rufiventris
Turdus rufopalliatus
Turdus sanchezorum
Turdus serranus
Turdus simillimus
Turdus smithi
Turdus subalaris
Turdus swalesi
Turdus tephronotus
Turdus torquatus
Turdus unicolor
Turdus viscivorus
Turnix suscitator
Turnix sylvaticus
Turtur abyssinicus
Turtur afer
Turtur brehmeri
Turtur chalcospilos
Turtur tympanistria
Tympanuchus cupido
Tympanuchus pallidicinctus
Tympanuchus phasianellus
Tyranneutes stolzmanni
Tyranneutes virescens
Tyrannopsis sulphurea
Tyrannulus elatus
Tyrannus albogularis
Tyrannus caudifasciatus
Tyrannus couchii
Tyrannus crassirostris
Tyrannus dominicensis
Tyrannus forficatus
Tyrannus melancholicus
Tyrannus niveigularis
Tyrannus savana
Tyrannus tyrannus
Tyrannus verticalis
Tyrannus vociferans
Tyto alba
Tyto furcata
Tyto javanica
Tyto novaehollandiae
Tyto rosenbergii
Tyto tenebricosa
Upucerthia dumetaria
Upucerthia saturatior
Upucerthia validirostris
Upupa africana
Upupa epops
Upupa marginata
Uraeginthus angolensis
Uraeginthus bengalus
Uria aalge
Uria lomvia
Urocissa caerulea
Urocissa erythroryncha
Urocissa flavirostris
Urocissa whiteheadi
Urocolius indicus
Urocolius macrourus
Urocynchramus pylzowi
Urodynamis taitensis
Uromyias agilis
Uromyias agraphia
Uropsalis lyra
Uropsalis segmentata
Uropsila leucogastra
Urosphena pallidipes
Urosphena squameiceps
Urosphena subulata
Urosphena whiteheadi
Urosticte benjamini
Urothraupis stolzmanni
Vanellus armatus
Vanellus cayanus
Vanellus chilensis
Vanellus cinereus
Vanellus coronatus
Vanellus duvaucelii
Vanellus indicus
Vanellus leucurus
Vanellus malabaricus
Vanellus melanocephalus
Vanellus melanopterus
Vanellus miles
Vanellus resplendens
Vanellus senegallus
Vanellus spinosus
Vanellus tectus
Vanellus tricolor
Vanellus vanellus
Vanga curvirostris
Vermivora chrysoptera
Vermivora cyanoptera
Vidua chalybeata
Vidua funerea
Vidua macroura
Vireo altiloquus
Vireo atricapilla
Vireo bairdi
Vireo bellii
Vireo brevipennis
Vireo caribaeus
Vireo carmioli
Vireo cassinii
Vireo chivi
Vireo crassirostris
Vireo flavifrons
Vireo flavoviridis
Vireo gilvus
Vireo gracilirostris
Vireo griseus
Vireo gundlachii
Vireo huttoni
Vireo hypochryseus
Vireo latimeri
Vireo leucophrys
Vireo magister
Vireo masteri
Vireo modestus
Vireo nelsoni
Vireo olivaceus
Vireo pallens
Vireo philadelphicus
Vireo plumbeus
Vireo sclateri
Vireo solitarius
Vireo vicinior
Vireolanius eximius
Vireolanius leucotis
Vireolanius melitophrys
Vireolanius pulchellus
Volatinia jacarina
Wetmorethraupis sterrhopteron
Willisornis poecilinotus
Willisornis vidua
Woodfordia superciliosa
Xanthocephalus xanthocephalus
Xanthomixis zosterops
Xanthopsar flavus
Xanthotis macleayanus
Xema sabini
Xenerpestes singularis
Xenodacnis parina
Xenoglaux loweryi
Xenopipo atronitens
Xenopirostris damii
Xenops minutus
Xenops rutilans
Xenops tenuirostris
Xenopsaris albinucha
Xenornis setifrons
Xenospiza baileyi
Xenotriccus callizonus
Xenotriccus mexicanus
Xenus cinereus
Xiphidiopicus percussus
Xiphocolaptes albicollis
Xiphocolaptes major
Xiphocolaptes promeropirhynchus
Xipholena punicea
Xiphorhynchus chunchotambo
Xiphorhynchus elegans
Xiphorhynchus erythropygius
Xiphorhynchus flavigaster
Xiphorhynchus fuscus
Xiphorhynchus guttatus
Xiphorhynchus lachrymosus
Xiphorhynchus obsoletus
Xiphorhynchus ocellatus
Xiphorhynchus pardalotus
Xiphorhynchus spixii
Xiphorhynchus susurrans
Xiphorhynchus triangularis
Xolmis cinereus
Xolmis irupero
Xolmis pyrope
Xolmis velatus
Yuhina brunneiceps
Yuhina castaniceps
Yuhina everetti
Yuhina flavicollis
Yuhina gularis
Yuhina nigrimenta
Yuhina occipitalis
Yuhina torqueola
Yungipicus canicapillus
Yungipicus kizuki
Yungipicus maculatus
Yungipicus moluccensis
Yungipicus nanus
Zapornia bicolor
Zapornia flavirostra
Zapornia fusca
Zapornia parva
Zapornia paykullii
Zapornia pusilla
Zapornia tabuensis
Zavattariornis stresemanni
Zebrilus undulatus
Zeledonia coronata
Zenaida asiatica
Zenaida auriculata
Zenaida aurita
Zenaida macroura
Zenaida meloda
Zentrygon albifacies
Zentrygon frenata
Zentrygon lawrencii
Zentrygon linearis
Zimmerius acer
Zimmerius albigularis
Zimmerius chrysops
Zimmerius cinereicapilla
Zimmerius flavidifrons
Zimmerius gracilipes
Zimmerius parvus
Zimmerius vilissimus
Zimmerius villarejoi
Zimmerius viridiflavus
Zonotrichia albicollis
Zonotrichia atricapilla
Zonotrichia capensis
Zonotrichia leucophrys
Zonotrichia querula
Zoothera aurea
Zoothera heinei
Zoothera lunulata
Zoothera major
Zosterops anderssoni
Zosterops atricapilla
Zosterops atriceps
Zosterops atrifrons
Zosterops auriventer
Zosterops borbonicus
Zosterops citrinella
Zosterops erythropleurus
Zosterops japonicus
Zosterops lateralis
Zosterops luteus
Zosterops maderaspatanus
Zosterops mauritianus
Zosterops metcalfii
Zosterops meyeni
Zosterops olivaceus
Zosterops palpebrosus
Zosterops senegalensis
Zosterops simplex
Zosterops splendidus
Zosterops virens
